
_Kernel	-1.03	1.03	-2	2	
_Scale	9.97466e-18	1	9.97466e-18	1	
1	-2846	-2622.5	-2858.5	-2577	
2	-2843.5	-2581.5	-2856	-2575	
3	-4939	-4845.5	-4986.5	-4837.5	
4	-3358.5	-3124	-3364	-3102	
5	-1734	-1630	-1741.5	-1620.5	
6	-3774.5	-3708	-3886	-3653.5	
7	-1610	-1539.5	-1620.5	-1517.5	
8	-2464	-2347.5	-2468.5	-2304.5	
9	-1264.5	-1132.5	-1368	-1124.5	
10	-2031	-1958	-2127	-1939.5	
11	-4233.5	-4059	-4243	-4050	
12	-2020.5	-1946	-2033	-1898	
13	-3305	-3023.5	-3328	-2967.5	
14	-2200	-2137	-2277	-2043	
15	-2560	-2468.5	-2569.5	-2462.5	
16	-3516	-3377.5	-3523.5	-3371.5	
17	-1285.5	-1218	-1381.5	-1133	
18	-3511	-3373.5	-3518.5	-3370.5	
19	-4539	-4459.5	-4583	-4450	
20	-4694.5	-4609.5	-4712.5	-4549.5	
21	-3943	-3797	-3946.5	-3793.5	
22	-2572	-2488	-2578.5	-2469	
23	-3324.5	-3092.5	-3332.5	-3028.5	
24	-2188.5	-2039	-2195	-2032.5	
25	-4150.5	-3986	-4218	-3976.5	
26	-2139	-2037	-2195	-2030	
27	-1872.5	-1745	-1879.5	-1697.5	
28	-1107	-1010.5	-1183.5	-938.5	
29	-1269	-1201	-1371	-1125.5	
30	-3892.5	-3710.5	-3934	-3659.5	
31	-2455	-2344	-2461.5	-2296.5	
32	-4534.5	-4457	-4544	-4449.5	
33	-1214	-1124.5	-1258.5	-1057	
34	-2445.5	-2287.5	-2456.5	-2208	
35	-2197	-2056	-2203	-2036.5	
36	-1389.5	-1287.5	-1405	-1266.5	
37	-3631	-3528	-3632.5	-3525.5	
38	-2575.5	-2490	-2619	-2470.5	
39	-1389	-1286	-1405	-1265.5	
40	-2566	-2474	-2572	-2468.5	
41	-1389	-1286	-1405	-1265.5	
42	-2294	-2203	-2397	-2151	
43	-2453	-2308	-2458.5	-2294	
44	-2017.5	-1930.5	-2025.5	-1895	
45	-4326.5	-4248	-4333.5	-4175.5	
46	-1490.5	-1418.5	-1496.5	-1410	
47	-3018.5	-2924.5	-3085.5	-2914.5	
48	-4534.5	-4455	-4542.5	-4449	
49	-3022.5	-2925.5	-3088	-2916	
50	-3338	-3103.5	-3345.5	-3099.5	
51	-2846	-2622	-2858	-2576.5	
52	-3327.5	-3098.5	-3338.5	-3090.5	
53	-2139	-2037.5	-2195	-2030	
54	-2470	-2349.5	-2557	-2341	
55	-2871.5	-2694	-2877.5	-2634.5	
56	-1121.5	-1020.5	-1197.5	-1010	
57	-2288.5	-2203	-2339.5	-2147.5	
58	-2895.5	-2873.5	-2904.5	-2705	
59	-1879	-1768	-1884	-1746	
60	-3635	-3532	-3638.5	-3526	
61	-3632	-3529.5	-3634.5	-3525.5	
62	-1384.5	-1280	-1404.5	-1259.5	
63	-3340	-3104.5	-3349.5	-3100	
64	-3342	-3107.5	-3353	-3100.5	
65	-3939.5	-3792.5	-3944.5	-3784.5	
66	-3349	-3108	-3357.5	-3100.5	
67	-1933	-1828.5	-1954.5	-1773.5	
68	-3758.5	-3652	-3769.5	-3649.5	
69	-1732	-1630	-1741.5	-1619.5	
70	-3516.5	-3378	-3524.5	-3371.5	
71	-2872.5	-2696.5	-2879	-2666	
72	-3073.5	-2927.5	-3090	-2917	
73	-2135	-2037.5	-2193.5	-2025.5	
74	-4237.5	-4059.5	-4246.5	-4050.5	
75	-2137	-2037.5	-2194.5	-2027.5	
76	-1152	-1021	-1198.5	-1012	
77	-1201.5	-1123	-1252	-1053	
78	-4236.5	-4058.5	-4245.5	-4050	
79	-3349	-3108	-3357.5	-3100.5	
80	-3307	-3023.5	-3328	-3010.5	
81	-2430.5	-2234.5	-2454	-2206	
82	-2340	-2207	-2449.5	-2200.5	
83	-1611	-1541.5	-1623.5	-1517	
84	-2620	-2495.5	-2661.5	-2474	
85	-4780.5	-4700	-4791.5	-4679.5	
86	-1861.5	-1689.5	-1872.5	-1640	
87	-2290	-2203.5	-2342	-2148.5	
88	-1204	-1123.5	-1253.5	-1053	
89	-3930	-3713.5	-3940.5	-3707	
90	-3700.5	-3643	-3708	-3637.5	
91	-3020	-2925.5	-3087	-2915	
92	-4226	-4051	-4234	-4045.5	
93	-2566.5	-2474	-2572	-2469	
94	-3512	-3374.5	-3519.5	-3370.5	
95	-1930.5	-1825	-1949	-1773	
96	-3351.5	-3109.5	-3359	-3100.5	
97	-2870.5	-2677	-2876	-2634	
98	-4444.5	-4363	-4449.5	-4354.5	
99	-3517	-3378	-3525.5	-3371.5	
100	-4311.5	-4066.5	-4318.5	-4054.5	
101	-1395.5	-1294.5	-1409	-1270.5	
102	-2560	-2468	-2569.5	-2462	
103	-2009.5	-1900	-2020	-1888.5	
104	-4987	-4903	-4999.5	-4845	
105	-1876	-1749.5	-1880.5	-1744	
106	-4243.5	-4064.5	-4315	-4052	
107	-2867	-2673.5	-2874	-2630.5	
108	-2199	-2067	-2273.5	-2039	
109	-3512	-3374.5	-3519.5	-3370.5	
110	-1610	-1538	-1619.5	-1516	
111	-2449	-2292	-2458.5	-2235	
112	-1873.5	-1746.5	-1880	-1701.5	
113	-1405	-1303.5	-1415.5	-1287.5	
114	-2430.5	-2234.5	-2454	-2206	
115	-4343.5	-4265.5	-4349.5	-4256.5	
116	-1729.5	-1628.5	-1739.5	-1619	
117	-3329.5	-3101	-3338	-3094.5	
118	-2025	-1956	-2123	-1927	
119	-2129.5	-1981	-2136.5	-1971.5	
120	-2846	-2621.5	-2857	-2576.5	
121	-3492.5	-3365	-3507	-3359.5	
122	-2560	-2469	-2569.5	-2464	
123	-2869.5	-2674.5	-2875	-2633.5	
124	-3939.5	-3790.5	-3945	-3781	
125	-2855	-2629.5	-2867.5	-2584.5	
126	-3340	-3104.5	-3349.5	-3100	
127	-3342	-3106.5	-3352	-3100.5	
128	-1596.5	-1501.5	-1611	-1496.5	
129	-4233	-4059.5	-4242.5	-4050	
130	-4224	-4047	-4232	-3998.5	
131	-2873	-2699.5	-2879.5	-2669	
132	-1271	-1203	-1372	-1126	
133	-4655.5	-4548	-4684	-4540	
134	-2565	-2473.5	-2571.5	-2467.5	
135	-1946	-1890	-2015	-1828.5	
136	-3349.5	-3109.5	-3358.5	-3100.5	
137	-3498	-3369.5	-3514	-3365	
138	-4325	-4245	-4331.5	-4173	
139	-2833.5	-2575.5	-2847.5	-2501	
140	-3702	-3646.5	-3758.5	-3639.5	
141	-2561	-2469.5	-2569.5	-2465	
142	-2188.5	-2039	-2195	-2032.5	
143	-2560	-2469	-2569.5	-2464	
144	-1440	-1399.5	-1493	-1314.5	
145	-1409.5	-1307	-1420.5	-1290.5	
146	-2454.5	-2342	-2459.5	-2295.5	
147	-1861	-1689	-1872.5	-1639.5	
148	-1728.5	-1628	-1739	-1618.5	
149	-3525.5	-3378	-3622.5	-3374.5	
150	-2280	-2145.5	-2288	-2140	
151	-4601	-4504	-4671.5	-4460	
152	-1502.5	-1449.5	-1511	-1433.5	
153	-3335	-3103	-3342	-3097.5	
154	-1439.5	-1396.5	-1491.5	-1313.5	
155	-1610	-1538	-1619.5	-1516	
156	-1871	-1702.5	-1878	-1692	
157	-2199.5	-2139	-2278.5	-2044.5	
158	-2132.5	-2031	-2140	-1979.5	
159	-3984	-3956.5	-4039	-3948.5	
160	-2131	-2025.5	-2138.5	-1975	
161	-2867.5	-2674	-2874.5	-2631	
162	-2454.5	-2343	-2460.5	-2296	
163	-2847.5	-2628	-2864	-2579	
164	-3645	-3543	-3651	-3531	
165	-1492	-1421	-1496.5	-1414.5	
166	-4034.5	-3963.5	-4042	-3954.5	
167	-2464.5	-2347.5	-2468.5	-2304.5	
168	-1397.5	-1296	-1410	-1275	
169	-2829.5	-2573.5	-2845	-2497.5	
170	-3261.5	-3019	-3321.5	-2933	
171	-4230	-4054.5	-4238.5	-4048.5	
172	-1116.5	-1019	-1191.5	-1007.5	
173	-3320	-3034.5	-3331	-3025	
174	-2576	-2490	-2619	-2471	
175	-1880	-1772.5	-1888.5	-1747.5	
176	-2198	-2059	-2269	-2037	
177	-3630.5	-3528	-3632	-3525.5	
178	-1418	-1315.5	-1432	-1298	
179	-1373	-1226	-1384.5	-1214.5	
180	-2837	-2579	-2850	-2572.5	
181	-3934.5	-3785	-3945.5	-3767	
182	-2191	-2041.5	-2197.5	-2033	
183	-3624.5	-3524	-3633	-3384.5	
184	-3942	-3795	-3946	-3790.5	
185	-3326.5	-3098.5	-3337.5	-3039	
186	-3702	-3647	-3759.5	-3640	
187	-2855	-2629.5	-2867.5	-2584.5	
188	-4346	-4270.5	-4353	-4258.5	
189	-3937.5	-3789.5	-3945	-3777	
190	-2566.5	-2474	-2572	-2469	
191	-3022.5	-2926	-3088.5	-2916	
192	-3775	-3708.5	-3890.5	-3653.5	
193	-2022	-1948	-2109.5	-1898.5	
194	-2874.5	-2700	-2881	-2670	
195	-1684.5	-1617	-1738	-1544.5	
196	-2571.5	-2487	-2577	-2470	
197	-3324.5	-3092.5	-3332.5	-3028.5	
198	-1860	-1685.5	-1869.5	-1629.5	
199	-4153.5	-3986	-4219.5	-3976.5	
200	-4311.5	-4066.5	-4318.5	-4054.5	
201	-3759.5	-3652.5	-3771.5	-3650	
202	-1414.5	-1310.5	-1427.5	-1294.5	
203	-3934.5	-3779.5	-3945	-3712	
204	-1105.5	-1000.5	-1116.5	-933.5	
205	-1373.5	-1231	-1384.5	-1217	
206	-4447.5	-4367	-4484.5	-4356.5	
207	-3344	-3107.5	-3354.5	-3100	
208	-3794.5	-3709.5	-3931	-3657	
209	-1735	-1633	-1741.5	-1622	
210	-1201.5	-1123	-1252	-1053	
211	-4316	-4075.5	-4323	-4056	
212	-1871	-1699.5	-1878	-1692	
213	-1264	-1132	-1367	-1124.5	
214	-1203.5	-1118	-1217.5	-1053	
215	-1860	-1686.5	-1870.5	-1632	
216	-1875.5	-1749	-1880.5	-1742.5	
217	-2844.5	-2582	-2856.5	-2575	
218	-3700.5	-3643	-3708	-3637.5	
219	-2449	-2290.5	-2458	-2234	
220	-3765	-3655	-3778.5	-3651	
221	-3627.5	-3527.5	-3631	-3522.5	
222	-1887	-1773.5	-1919.5	-1749.5	
223	-2834.5	-2577.5	-2849	-2504	
224	-1373	-1230	-1384.5	-1216.5	
225	-4224.5	-4048	-4233	-4043.5	
226	-1123.5	-1022.5	-1198.5	-1011.5	
227	-2830	-2574	-2845	-2498.5	
228	-3327	-3098.5	-3338	-3043	
229	-3629	-3527.5	-3631.5	-3524.5	
230	-2288.5	-2203	-2339.5	-2147.5	
231	-2907	-2890	-2915	-2882.5	
232	-3599	-3379	-3623.5	-3375	
233	-1664.5	-1542	-1727	-1535	
234	-2833.5	-2575.5	-2847.5	-2501	
235	-4984.5	-4850	-4994.5	-4844.5	
236	-3331.5	-3102	-3339	-3096	
237	-3324.5	-3092.5	-3332.5	-3028.5	
238	-1281	-1214	-1378	-1129.5	
239	-1378	-1259.5	-1389.5	-1220.5	
240	-1280	-1213.5	-1377.5	-1129	
241	-1538.5	-1500	-1609.5	-1457	
242	-2847	-2626	-2862.5	-2578	
243	-3625	-3527	-3631.5	-3518.5	
244	-3702.5	-3647	-3759.5	-3640	
245	-4929	-4803	-4938	-4795	
246	-2845	-2583.5	-2857	-2575.5	
247	-1598.5	-1504	-1611	-1500.5	
248	-3942	-3795	-3946	-3790.5	
249	-1619.5	-1541.5	-1673	-1530	
250	-1405	-1303.5	-1415.5	-1287.5	
251	-3336	-3103	-3343.5	-3098	
252	-3784	-3709.5	-3902	-3654.5	
253	-3706	-3649.5	-3765.5	-3644.5	
254	-2124.5	-1976	-2133.5	-1950	
255	-3771.5	-3707.5	-3794.5	-3651.5	
256	-1279.5	-1212	-1376	-1128.5	
257	-1685	-1624.5	-1739	-1614.5	
258	-2829.5	-2573.5	-2845	-2497.5	
259	-1597.5	-1502.5	-1610.5	-1498.5	
260	-3632	-3530	-3634.5	-3526	
261	-3325	-3096	-3334.5	-3032.5	
262	-1110	-1017	-1190	-1002	
263	-4828.5	-4724.5	-4836	-4719.5	
264	-1685.5	-1624.5	-1739	-1614.5	
265	-3946	-3803	-3952.5	-3796	
266	-3701.5	-3646	-3755	-3639.5	
267	-3342	-3105.5	-3351.5	-3100	
268	-3326	-3097	-3336	-3034.5	
269	-3317.5	-3029.5	-3329.5	-3022.5	
270	-3509.5	-3372.5	-3516.5	-3370	
271	-4442.5	-4359.5	-4447	-4354.5	
272	-3943	-3798	-3947	-3794.5	
273	-4311.5	-4066.5	-4318.5	-4054.5	
274	-3509.5	-3372.5	-3516	-3370	
275	-3320.5	-3036.5	-3331.5	-3025.5	
276	-4043	-3984	-4156	-3971	
277	-1495.5	-1435.5	-1499.5	-1423.5	
278	-4226	-4052.5	-4234.5	-4046.5	
279	-3324.5	-3091	-3332.5	-3027	
280	-3360	-3130	-3364.5	-3103	
281	-1612.5	-1541.5	-1624.5	-1516.5	
282	-3516	-3377.5	-3524.5	-3371	
283	-1870	-1697.5	-1877.5	-1690.5	
284	-2559.5	-2466.5	-2569.5	-2459.5	
285	-1400	-1299.5	-1412.5	-1278.5	
286	-1391.5	-1289	-1405.5	-1269	
287	-2449	-2292	-2458.5	-2235	
288	-3325	-3095.5	-3334	-3031.5	
289	-3513	-3375	-3520	-3371	
290	-3766	-3658	-3785	-3651.5	
291	-2287	-2203	-2339.5	-2146.5	
292	-1380	-1266	-1396.5	-1226	
293	-1490.5	-1418.5	-1496.5	-1410	
294	-3704.5	-3647.5	-3762.5	-3641	
295	-3009.5	-2919.5	-3074.5	-2909.5	
296	-2560.5	-2469.5	-2569.5	-2464.5	
297	-1886.5	-1773.5	-1917.5	-1749	
298	-3704.5	-3649.5	-3764	-3643	
299	-3941.5	-3795	-3946	-3789.5	
300	-4834.5	-4728	-4841.5	-4720.5	
301	-3775	-3708.5	-3888.5	-3653.5	
302	-3786.5	-3709.5	-3905	-3655	
303	-3939.5	-3789.5	-3945	-3779.5	
304	-2457.5	-2345	-2464	-2297	
305	-3366	-3195.5	-3481	-3109.5	
306	-3522	-3378.5	-3616.5	-3374	
307	-3521.5	-3378.5	-3615.5	-3373.5	
308	-3514.5	-3376.5	-3520	-3372	
309	-1878.5	-1767.5	-1884	-1745.5	
310	-1684.5	-1619	-1739	-1546	
311	-3759.5	-3652.5	-3771	-3650	
312	-2395	-2208	-2451.5	-2202	
313	-4034.5	-3963.5	-4042	-3954.5	
314	-1494	-1428	-1498.5	-1419	
315	-3525.5	-3378	-3622.5	-3374.5	
