"","cra","cra.error","phi_m","sig_m"
"1",4116,20,0.59906426104699,0.00149150818136933
"2",4109,20,0.599586516425514,0.00149280845618203
"3",6013,20,0.473057996564848,0.00117778662159803
"4",4540,20,0.568264284308864,0.00141482455946437
"5",3394,20,0.655401562963122,0.00163177284442455
"6",4978,20,0.538109201190512,0.00133974654846387
"7",3314,20,0.661961263891545,0.00164810472772699
"8",3917,20,0.614090115355064,0.00152891849957691
"9",2993,20,0.688948970260464,0.00171529682624291
"10",3641,20,0.635555841649001,0.00158236235939002
"11",5323,20,0.515487819981595,0.00128342542009609
"12",3620,20,0.63721949575478,0.00158650440870106
"13",4443,20,0.575167780049946,0.00143201239897908
"14",3754,20,0.626678082315707,0.00156025913684976
"15",3986,20,0.608837935800731,0.00151584199128776
"16",4693,20,0.557543298796915,0.00138813220166044
"17",3016,20,0.68697920016831,0.00171039263081865
"18",4677,20,0.558654911236619,0.00139089981634911
"19",5684,20,0.492834812289399,0.00122702555032839
"20",5793,20,0.486192688532118,0.00121048845644745
"21",5058,20,0.532776811488597,0.00132647033857487
"22",4023,20,0.606040076533525,0.00150887607751407
"23",4470,20,0.573237808575909,0.0014272072913629
"24",3715,20,0.629727985240389,0.00156785257124459
"25",5239,20,0.52090648851409,0.00129691644096624
"26",3710,20,0.630120070393806,0.0015688287573604
"27",3474,20,0.648906865349271,0.00161560280181569
"28",2879,20,0.698795867836507,0.00173981294120878
"29",2997,20,0.688605996293554,0.00171444291371481
"30",5003,20,0.536437121246624,0.00133558352109206
"31",3893,20,0.6159275610338,0.0015334932429573
"32",5672,20,0.493571577786703,0.00122885989739002
"33",2958,20,0.69195728860984,0.0017227867262787
"34",3864,20,0.61815514472596,0.00153903932460092
"35",3738,20,0.627927533530519,0.00156336993285328
"36",3068,20,0.682546541765465,0.0016993565088148
"37",4780,20,0.551537504774483,0.0013731793969239
"38",4032,20,0.605361462521883,0.00150718651194294
"39",3067,20,0.682631514879798,0.00169956806891522
